playerID,yearID,votedBy,ballots,needed,votes,inducted,category,needed_note
allendi01,1983,BBWAA,374.0,281.0,14.0,N,Player,
allendi01,1985,BBWAA,395.0,297.0,28.0,N,Player,
allendi01,1986,BBWAA,425.0,319.0,41.0,N,Player,
allendi01,1987,BBWAA,413.0,310.0,55.0,N,Player,
allendi01,1988,BBWAA,427.0,321.0,52.0,N,Player,
allendi01,1989,BBWAA,447.0,336.0,35.0,N,Player,
allendi01,1990,BBWAA,444.0,333.0,58.0,N,Player,
allendi01,1991,BBWAA,443.0,333.0,59.0,N,Player,
allendi01,1992,BBWAA,430.0,323.0,69.0,N,Player,
allendi01,1993,BBWAA,423.0,318.0,70.0,N,Player,
allendi01,1994,BBWAA,456.0,342.0,66.0,N,Player,
allendi01,1995,BBWAA,460.0,345.0,72.0,N,Player,
allendi01,1996,BBWAA,470.0,353.0,89.0,N,Player,
allendi01,1997,BBWAA,473.0,353.0,79.0,N,Player,
allendi01,2003,Veterans - Players,81.0,61.0,13.0,N,Player,
allendi01,2005,Veterans - Players,80.0,60.0,12.0,N,Player,
allendi01,2007,Veterans - Players,84.0,62.0,11.0,N,Player,
allendi01,2009,Veterans - 1943 and Later,64.0,48.0,7.0,N,Player,
allendi01,2015,Veterans - Golden Era,16.0,12.0,11.0,N,Player,
allendi01,2022,Veterans - Golden Age Era,16.0,12.0,11.0,N,Player,
allendi01,2025,Classic Baseball Era,16.0,12.0,13.0,Y,Player,
allenjo02,1955,BBWAA,251.0,189.0,1.0,N,Player,
allenjo02,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
allenne02,2006,Negro League,,,,N,Player,
alleyge01,1979,BBWAA,432.0,324.0,0.0,N,Player,
allisdo01,1936,Veterans,78.0,59.0,1.0,N,Player,
alomaro01,2010,BBWAA,539.0,405.0,397.0,N,Player,
alomaro01,2011,BBWAA,581.0,436.0,523.0,Y,Player,
alomasa02,2013,BBWAA,569.0,427.0,16.0,N,Player,
aloufe01,1980,BBWAA,385.0,289.0,3.0,N,Player,
aloufe01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
aloufe01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
aloufe01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
alouje01,1985,BBWAA,395.0,297.0,1.0,N,Player,
alouma01,1980,BBWAA,385.0,289.0,5.0,N,Player,
aloumo01,2014,BBWAA,571.0,429.0,6.0,N,Player,
alstowa01,1979,Veterans,,,,N,Manager,At least 1 vote
alstowa01,1980,Veterans,,,,N,Manager,Finalist
alstowa01,1981,Veterans,,,,N,Manager,
alstowa01,1982,Veterans,,,,N,Manager,
alstowa01,1983,Veterans,,,,Y,Manager,
altroni01,1937,BBWAA,201.0,151.0,3.0,N,Player,
altroni01,1938,BBWAA,262.0,197.0,7.0,N,Player,
altroni01,1939,BBWAA,274.0,206.0,6.0,N,Player,
altroni01,1953,BBWAA,264.0,198.0,1.0,N,Player,
altroni01,1954,BBWAA,252.0,189.0,2.0,N,Player,
altroni01,1956,BBWAA,193.0,145.0,1.0,N,Player,
altroni01,1958,BBWAA,266.0,200.0,20.0,N,Player,
altroni01,1960,BBWAA,269.0,202.0,18.0,N,Player,
anderbr01,2008,BBWAA,543.0,408.0,0.0,N,Player,
anderga01,2016,BBWAA,440.0,330.0,1.0,N,Player,
andersp01,2000,Veterans,,,,Y,Manager,
ankieri01,2019,BBWAA,425.0,319.0,0.0,N,Player,
ansonca01,1936,Veterans,78.0,59.0,39.0,N,Player,
ansonca01,1939,Old Timers,,,,Y,Player,
aparilu01,1979,BBWAA,432.0,324.0,120.0,N,Player,
aparilu01,1980,BBWAA,385.0,289.0,124.0,N,Player,
aparilu01,1981,BBWAA,401.0,301.0,148.0,N,Player,
aparilu01,1982,BBWAA,415.0,312.0,174.0,N,Player,
aparilu01,1983,BBWAA,374.0,281.0,252.0,N,Player,
aparilu01,1984,BBWAA,403.0,303.0,341.0,Y,Player,
appieke01,2010,BBWAA,539.0,405.0,1.0,N,Player,
applilu01,1953,BBWAA,264.0,198.0,2.0,N,Player,
applilu01,1955,BBWAA,251.0,189.0,3.0,N,Player,
applilu01,1956,BBWAA,193.0,145.0,14.0,N,Player,
applilu01,1958,BBWAA,266.0,200.0,77.0,N,Player,
applilu01,1960,BBWAA,269.0,202.0,72.0,N,Player,
applilu01,1962,BBWAA,160.0,120.0,48.0,N,Player,
applilu01,1964,BBWAA,201.0,151.0,142.0,N,Player,
applilu01,1964,Run Off,201.0,,189.0,Y,Player,Player receiving most votes inducted
archeji01,1937,BBWAA,201.0,151.0,6.0,N,Player,
archeji01,1938,BBWAA,262.0,197.0,7.0,N,Player,
archeji01,1939,BBWAA,274.0,206.0,3.0,N,Player,
arroybr01,2023,BBWAA,389.0,292.0,1.0,N,Player,
ashburi01,1968,BBWAA,283.0,213.0,6.0,N,Player,
ashburi01,1969,BBWAA,340.0,255.0,10.0,N,Player,
ashburi01,1970,BBWAA,300.0,225.0,11.0,N,Player,
ashburi01,1971,BBWAA,360.0,270.0,10.0,N,Player,
ashburi01,1972,BBWAA,396.0,297.0,11.0,N,Player,
ashburi01,1973,BBWAA,380.0,285.0,25.0,N,Player,
ashburi01,1974,BBWAA,365.0,274.0,56.0,N,Player,
ashburi01,1975,BBWAA,362.0,272.0,76.0,N,Player,
ashburi01,1976,BBWAA,388.0,291.0,85.0,N,Player,
ashburi01,1977,BBWAA,383.0,288.0,139.0,N,Player,
ashburi01,1978,BBWAA,379.0,285.0,158.0,N,Player,
ashburi01,1979,BBWAA,432.0,324.0,130.0,N,Player,
ashburi01,1980,BBWAA,385.0,289.0,134.0,N,Player,
ashburi01,1981,BBWAA,401.0,301.0,142.0,N,Player,
ashburi01,1982,BBWAA,415.0,312.0,126.0,N,Player,
ashburi01,1986,Veterans,,,,N,Player,
ashburi01,1987,Veterans,,,,N,Player,
ashburi01,1988,Veterans,18.0,14.0,,N,Player,
ashburi01,1989,Veterans,,,,N,Player,
ashburi01,1990,Veterans,14.0,11.0,,N,Player,Had 8 or 9 votes
ashburi01,1994,Veterans,,,,N,Player,Highest vote-getter behind Rizzuto
ashburi01,1995,Veterans,,,,Y,Player,
aurilri01,2015,BBWAA,549.0,412.0,0.0,N,Player,
ausmubr01,2016,BBWAA,440.0,330.0,0.0,N,Player,
austiji01,1958,BBWAA,266.0,200.0,1.0,N,Player,
autryge99,2003,Veterans - Contributors,,,,N,Executive,Preliminary ballot (60 contributors)
autryge99,2007,Veterans - Contributors,,,,N,Executive,Preliminary ballot (60 contributors)
autryge99,2010,Veterans - Executives,16.0,12.0,,N,Executive,<3 votes
averiea01,1949,BBWAA,153.0,115.0,1.0,N,Player,
averiea01,1952,BBWAA,234.0,176.0,2.0,N,Player,
averiea01,1955,BBWAA,251.0,189.0,2.0,N,Player,
averiea01,1956,BBWAA,193.0,145.0,3.0,N,Player,
averiea01,1958,BBWAA,266.0,200.0,14.0,N,Player,
averiea01,1960,BBWAA,269.0,202.0,11.0,N,Player,
averiea01,1962,BBWAA,160.0,120.0,3.0,N,Player,
averiea01,1963,Veterans,,,,N,Player,Group B - Rule change removed from BBWAA ballot - two could be elected from Group B
averiea01,1975,Veterans,,,,Y,Player,
avilabo01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
baergca01,2011,BBWAA,581.0,436.0,0.0,N,Player,
bagweje01,2011,BBWAA,581.0,436.0,242.0,N,Player,
bagweje01,2012,BBWAA,573.0,430.0,321.0,N,Player,
bagweje01,2013,BBWAA,569.0,427.0,339.0,N,Player,
bagweje01,2014,BBWAA,571.0,429.0,310.0,N,Player,
bagweje01,2015,BBWAA,549.0,412.0,306.0,N,Player,
bagweje01,2016,BBWAA,440.0,330.0,315.0,N,Player,
bagweje01,2017,BBWAA,442.0,332.0,381.0,Y,Player,
bahnsst01,1988,BBWAA,427.0,321.0,0.0,N,Player,
bailebo01,1984,BBWAA,403.0,303.0,1.0,N,Player,
bailobo01,1991,BBWAA,443.0,333.0,0.0,N,Player,
baineha01,2007,BBWAA,545.0,409.0,29.0,N,Player,
baineha01,2008,BBWAA,543.0,408.0,28.0,N,Player,
baineha01,2009,BBWAA,539.0,405.0,32.0,N,Player,
baineha01,2010,BBWAA,539.0,405.0,33.0,N,Player,
baineha01,2011,BBWAA,581.0,436.0,28.0,N,Player,
baineha01,2017,Veterans - Today's Game Era,16.0,12.0,,N,Player,<5 votes
baineha01,2019,Veterans - Today's Game Era,16.0,12.0,12.0,Y,Player,
bakerdu01,1992,BBWAA,430.0,323.0,4.0,N,Player,
bakerfr01,1936,BBWAA,226.0,170.0,1.0,N,Player,
bakerfr01,1937,BBWAA,201.0,151.0,13.0,N,Player,
bakerfr01,1938,BBWAA,262.0,197.0,32.0,N,Player,
bakerfr01,1939,BBWAA,274.0,206.0,30.0,N,Player,
bakerfr01,1942,BBWAA,233.0,175.0,39.0,N,Player,
bakerfr01,1945,BBWAA,247.0,186.0,26.0,N,Player,
bakerfr01,1946,Final Ballot,263.0,198.0,36.0,N,Player,
bakerfr01,1946,Nominating Vote,202.0,,39.0,N,Player,Players in top 20 proceed to final ballot
bakerfr01,1947,BBWAA,161.0,121.0,49.0,N,Player,
bakerfr01,1948,BBWAA,121.0,91.0,4.0,N,Player,
bakerfr01,1950,BBWAA,168.0,126.0,4.0,N,Player,
bakerfr01,1951,BBWAA,226.0,170.0,8.0,N,Player,
bakerfr01,1953,Veterans,,,,N,Player,
bakerfr01,1955,Veterans,,,,Y,Player,
ballale99,1995,Veterans,,,,N,Umpire,
ballne01,1953,Veterans,,,,N,Player,
ballne01,1955,Veterans,,,,N,Player,
bancrda01,1937,BBWAA,201.0,151.0,3.0,N,Player,
bancrda01,1938,BBWAA,262.0,197.0,2.0,N,Player,
bancrda01,1939,BBWAA,274.0,206.0,1.0,N,Player,
bancrda01,1946,Nominating Vote,202.0,,1.0,N,Player,Players in top 20 proceed to final ballot
bancrda01,1948,BBWAA,121.0,91.0,4.0,N,Player,
bancrda01,1949,BBWAA,153.0,115.0,5.0,N,Player,
bancrda01,1950,BBWAA,168.0,126.0,9.0,N,Player,
bancrda01,1951,BBWAA,226.0,170.0,9.0,N,Player,
bancrda01,1952,BBWAA,234.0,176.0,11.0,N,Player,
bancrda01,1953,BBWAA,264.0,198.0,10.0,N,Player,
bancrda01,1954,BBWAA,252.0,189.0,10.0,N,Player,
bancrda01,1955,BBWAA,251.0,189.0,19.0,N,Player,
bancrda01,1956,BBWAA,193.0,145.0,15.0,N,Player,
bancrda01,1958,BBWAA,266.0,200.0,43.0,N,Player,
bancrda01,1960,BBWAA,269.0,202.0,30.0,N,Player,
bancrda01,1962,Veterans,,,,N,Player,Preliminary poll
bancrda01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
bancrda01,1964,Veterans,,,,N,Player,
bancrda01,1971,Veterans,,,,Y,Player,
bandosa01,1987,BBWAA,413.0,310.0,3.0,N,Player,
bandosa01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bandosa01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bandosa01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bankser01,1977,BBWAA,383.0,288.0,321.0,Y,Player,
barbest01,1980,BBWAA,385.0,289.0,0.0,N,Player,
barlial99,1981,Veterans,,,,N,Umpire,
barlial99,1982,Veterans,,,,N,Umpire,
barlial99,1983,Veterans,,,,N,Umpire,
barlial99,1984,Veterans,,,,N,Umpire,Came closest among umpires
barlial99,1985,Veterans,,,,N,Umpire,
barlial99,1986,Veterans,,,,N,Umpire,
barlial99,1987,Veterans,,,,N,Umpire,
barlial99,1988,Veterans,,,,N,Umpire,
barlial99,1989,Veterans,17.0,13.0,13.0,Y,Umpire,Inducted with 13 of 17 votes
barnero01,1936,Veterans,78.0,59.0,3.0,N,Player,
barrji01,1989,BBWAA,447.0,336.0,0.0,N,Player,
barroed99,1953,Veterans,,,,Y,Executive,
barryja01,1938,BBWAA,262.0,197.0,3.0,N,Player,
barryja01,1939,BBWAA,274.0,206.0,1.0,N,Player,
bartedi01,1948,BBWAA,121.0,91.0,1.0,N,Player,
bartedi01,1951,BBWAA,226.0,170.0,1.0,N,Player,
bartedi01,1958,BBWAA,266.0,200.0,1.0,N,Player,
bartedi01,1960,BBWAA,269.0,202.0,1.0,N,Player,
bartedi01,1983,Veterans,,,,N,Player,
bartedi01,1984,Veterans,,,,N,Player,
bartedi01,1988,Veterans,18.0,14.0,,N,Player,
bartedi01,1995,Veterans,,,,N,Player,
bartedi01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bartedi01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bartedi01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bartobo01,1980,BBWAA,385.0,289.0,0.0,N,Player,
battijo01,1936,Veterans,78.0,59.0,1.0,N,Player,
bauerha01,1967,BBWAA,292.0,219.0,23.0,N,Player,
bauerha01,1967,Run Off,306.0,,9.0,N,Player,Player receiving most votes inducted
bautijo02,2024,BBWAA,385.0,289.0,6.0,N,Player,
bavasbu99,2003,Veterans - Contributors,79.0,60.0,34.0,N,Executive,
bavasbu99,2007,Veterans - Contributors,81.0,61.0,30.0,,Executive,
bavasbu99,2008,Veterans - Executives,12.0,9.0,,N,Executive,<3 votes
bavasbu99,2012,Veterans - Golden Era,16.0,12.0,,N,Executive,<3 votes
bayja01,2019,BBWAA,425.0,319.0,0.0,N,Player,
baylodo01,1994,BBWAA,456.0,342.0,12.0,N,Player,
baylodo01,1995,BBWAA,460.0,345.0,12.0,N,Player,
beaucji01,1979,BBWAA,432.0,324.0,0.0,N,Player,
beaumgi01,1938,BBWAA,262.0,197.0,1.0,N,Player,
beaumgi01,1942,BBWAA,233.0,175.0,1.0,N,Player,
beaumgi01,1945,BBWAA,247.0,186.0,1.0,N,Player,
beaumgi01,1946,Nominating Vote,202.0,,1.0,N,Player,Players in top 20 proceed to final ballot
beaumgi01,1982,Veterans,,,,N,Player,
beaumgi01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
beaumgi01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
beaumgi01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
beckegl01,1981,BBWAA,401.0,301.0,1.0,N,Player,
beckegl01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
beckejo02,2020,BBWAA,397.0,298.0,0.0,N,Player,
becklja01,1936,Veterans,78.0,59.0,1.0,N,Player,
becklja01,1942,BBWAA,233.0,175.0,1.0,N,Player,
becklja01,1953,Veterans,,,,N,Player,
becklja01,1955,Veterans,,,,N,Player,
becklja01,1957,Veterans,,,,N,Player,
becklja01,1959,Veterans,,,,N,Player,
becklja01,1961,Veterans,,,,N,Player,Preliminary poll
becklja01,1962,Veterans,,,,N,Player,Preliminary poll
becklja01,1963,Veterans,,,,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
becklja01,1964,Veterans,,,,N,Player,
becklja01,1971,Veterans,,,,Y,Player,
beckro01,2008,BBWAA,543.0,408.0,2.0,N,Player,
beckwjo02,1982,Veterans,,,,N,Player,
beckwjo02,2006,Negro League,,,,N,Player,
bedrost01,2001,BBWAA,515.0,387.0,1.0,N,Player,
belanma01,1988,BBWAA,427.0,321.0,16.0,N,Player,
belanma01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
belanma01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bellbu01,1995,BBWAA,460.0,345.0,8.0,N,Player,
bellco99,1974,Negro League,,,,Y,Player,
belleal01,2006,BBWAA,520.0,390.0,40.0,N,Player,
belleal01,2007,BBWAA,545.0,409.0,19.0,N,Player,
belleal01,2017,Veterans - Today's Game Era,16.0,12.0,,N,Player,<5 votes
belleal01,2019,Veterans - Today's Game Era,16.0,12.0,,N,Player,<5 votes
belleal01,2023,Contemporary Era,16.0,12.0,,N,Player,<4 votes
bellge02,1999,BBWAA,497.0,373.0,6.0,N,Player,
bellhe01,2020,BBWAA,397.0,298.0,0.0,N,Player,
bellja01,2009,BBWAA,539.0,405.0,2.0,N,Player,
bellwi01,2006,Negro League,,,,N,Player,
beltrad01,2024,BBWAA,385.0,289.0,366.0,Y,Player,
beltrca01,2023,BBWAA,389.0,292.0,181.0,N,Player,
beltrca01,2024,BBWAA,385.0,289.0,220.0,N,Player,
beltrca01,2025,BBWAA,394.0,296.0,277.0,N,Player,
benchjo01,1989,BBWAA,447.0,336.0,431.0,Y,Player,
bendech01,1936,BBWAA,226.0,170.0,2.0,N,Player,
bendech01,1937,BBWAA,201.0,151.0,17.0,N,Player,
bendech01,1938,BBWAA,262.0,197.0,33.0,N,Player,
bendech01,1939,BBWAA,274.0,206.0,40.0,N,Player,
bendech01,1942,BBWAA,233.0,175.0,55.0,N,Player,
bendech01,1945,BBWAA,247.0,186.0,40.0,N,Player,
bendech01,1946,Final Ballot,263.0,198.0,35.0,N,Player,
bendech01,1946,Nominating Vote,202.0,,39.0,N,Player,Players in top 20 proceed to final ballot
bendech01,1947,BBWAA,161.0,121.0,72.0,N,Player,
bendech01,1948,BBWAA,121.0,91.0,5.0,N,Player,
bendech01,1949,BBWAA,153.0,115.0,2.0,N,Player,
bendech01,1950,BBWAA,168.0,126.0,6.0,N,Player,
bendech01,1951,BBWAA,226.0,170.0,35.0,N,Player,
bendech01,1952,BBWAA,234.0,176.0,70.0,N,Player,
bendech01,1953,BBWAA,264.0,198.0,104.0,N,Player,
bendech01,1953,Veterans,,,,Y,Player,
benitar01,2014,BBWAA,571.0,429.0,1.0,N,Player,
bennech01,1936,Veterans,78.0,59.0,3.0,N,Player,
bentola01,1958,BBWAA,266.0,200.0,1.0,N,Player,
bergema01,1937,BBWAA,201.0,151.0,2.0,N,Player,
bergema01,1938,BBWAA,262.0,197.0,1.0,N,Player,
bergema01,1939,BBWAA,274.0,206.0,1.0,N,Player,
bergewa01,1956,BBWAA,193.0,145.0,1.0,N,Player,
bergewa01,1958,BBWAA,266.0,200.0,2.0,N,Player,
bergewa01,2003,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bergewa01,2005,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bergewa01,2007,Veterans - Players,,,,N,Player,Preliminary ballot (200 players)
bergmo01,1958,BBWAA,266.0,200.0,4.0,N,Player,
bergmo01,1960,BBWAA,269.0,202.0,5.0,N,Player,
berkmla01,2019,BBWAA,425.0,319.0,5.0,N,Player,
berrayo01,1971,BBWAA,360.0,270.0,242.0,N,Player,
berrayo01,1972,BBWAA,396.0,297.0,339.0,Y,Player,
berrych02,1955,BBWAA,251.0,189.0,1.0,N,Player,
berrych02,1958,BBWAA,266.0,200.0,3.0,N,Player,
berryke01,1981,BBWAA,401.0,301.0,0.0,N,Player,
bibbyji01,1990,BBWAA,444.0,333.0,1.0,N,Player,
bicheda01,2007,BBWAA,545.0,409.0,3.0,N,Player,
bigbeca01,1948,BBWAA,121.0,91.0,1.0,N,Player,
biggicr01,2013,BBWAA,569.0,427.0,388.0,N,Player,
biggicr01,2014,BBWAA,571.0,429.0,427.0,N,Player,
biggicr01,2015,BBWAA,549.0,412.0,454.0,Y,Player,
billija01,1986,BBWAA,425.0,319.0,1.0,N,Player,
bishoma01,1955,BBWAA,251.0,189.0,1.0,N,Player,
bishoma01,1956,BBWAA,193.0,145.0,1.0,N,Player,
bishoma01,1958,BBWAA,266.0,200.0,4.0,N,Player,
bishoma01,1960,BBWAA,269.0,202.0,5.0,N,Player,
blackew01,1968,BBWAA,283.0,213.0,5.0,N,Player,
blackew01,1969,BBWAA,340.0,255.0,11.0,N,Player,
blackew01,1970,BBWAA,300.0,225.0,14.0,N,Player,
bladera01,1958,BBWAA,266.0,200.0,1.0,N,Player,
bladera01,1960,BBWAA,269.0,202.0,1.0,N,Player,
blairpa01,1986,BBWAA,425.0,319.0,8.0,N,Player,
blakeca01,2017,BBWAA,442.0,332.0,0.0,N,Player,
blassst01,1980,BBWAA,385.0,289.0,2.0,N,Player,
bluegos01,1948,BBWAA,121.0,91.0,2.0,N,Player,
bluegos01,1949,BBWAA,153.0,115.0,1.0,N,Player,
bluegos01,1954,BBWAA,252.0,189.0,1.0,N,Player,
bluegos01,1956,BBWAA,193.0,145.0,2.0,N,Player,
bluegos01,1958,BBWAA,266.0,200.0,2.0,N,Player,
bluegos01,1960,BBWAA,269.0,202.0,3.0,N,Player,
bluelu01,1954,BBWAA,252.0,189.0,1.0,N,Player,
bluevi01,1992,BBWAA,430.0,323.0,23.0,N,Player,
bluevi01,1993,BBWAA,423.0,318.0,37.0,N,Player,
bluevi01,1994,BBWAA,456.0,342.0,14.0,N,Player,
bluevi01,1995,BBWAA,460.0,345.0,26.0,N,Player,
bluevi01,2011,Veterans - Expansion Era,16.0,12.0,,N,Player,<8 votes
blylebe01,1998,BBWAA,473.0,355.0,83.0,N,Player,
blylebe01,1999,BBWAA,497.0,373.0,70.0,N,Player,
blylebe01,2000,BBWAA,499.0,375.0,87.0,N,Player,
blylebe01,2001,BBWAA,515.0,387.0,121.0,N,Player,
blylebe01,2002,BBWAA,472.0,354.0,124.0,N,Player,
blylebe01,2003,BBWAA,496.0,372.0,145.0,N,Player,
blylebe01,2004,BBWAA,506.0,380.0,179.0,N,Player,
blylebe01,2005,BBWAA,516.0,387.0,211.0,N,Player,
blylebe01,2006,BBWAA,520.0,390.0,277.0,N,Player,
blylebe01,2007,BBWAA,545.0,409.0,260.0,N,Player,
blylebe01,2008,BBWAA,543.0,408.0,336.0,N,Player,
blylebe01,2009,BBWAA,539.0,405.0,338.0,N,Player,
blylebe01,2010,BBWAA,539.0,405.0,400.0,N,Player,
blylebe01,2011,BBWAA,581.0,436.0,463.0,Y,Player,
boccajo01,1980,BBWAA,385.0,289.0,0.0,N,Player,
boddimi01,1999,BBWAA,497.0,373.0,0.0,N,Player,
bodiepi01,1937,BBWAA,201.0,151.0,2.0,N,Player,
bodiepi01,1949,BBWAA,153.0,115.0,1.0,N,Player,
boggswa01,2005,BBWAA,516.0,387.0,474.0,Y,Player,
boleyjo01,1942,BBWAA,233.0,175.0,1.0,N,Player,
bolinbo01,1979,BBWAA,432.0,324.0,0.0,N,Player,
bondsba01,2013,BBWAA,569.0,427.0,206.0,N,Player,
bondsba01,2014,BBWAA,571.0,429.0,198.0,N,Player,
bondsba01,2015,BBWAA,549.0,412.0,202.0,N,Player,
bondsba01,2016,BBWAA,440.0,330.0,195.0,N,Player,
bondsba01,2017,BBWAA,442.0,332.0,238.0,N,Player,
bondsba01,2018,BBWAA,422.0,317.0,238.0,N,Player,
bondsba01,2019,BBWAA,425.0,319.0,251.0,N,Player,
bondsba01,2020,BBWAA,397.0,298.0,241.0,N,Player,
bondsba01,2021,BBWAA,401.0,301.0,248.0,N,Player,
bondsba01,2022,BBWAA,394.0,296.0,260.0,N,Player,
bondsba01,2023,Contemporary Era,16.0,12.0,,N,Player,<4 votes
bondsba01,2026,Contemporary Baseball Era,16.0,12.0,,N,Player,<5 votes
bondsbo01,1987,BBWAA,413.0,310.0,24.0,N,Player,
bondsbo01,1988,BBWAA,427.0,321.0,27.0,N,Player,
bondsbo01,1989,BBWAA,447.0,336.0,29.0,N,Player,
bondsbo01,1990,BBWAA,444.0,333.0,30.0,N,Player,
bondsbo01,1991,BBWAA,443.0,333.0,39.0,N,Player,
bondsbo01,1992,BBWAA,430.0,323.0,40.0,N,Player,
bondsbo01,1993,BBWAA,423.0,318.0,45.0,N,Player,
bondsbo01,1994,BBWAA,456.0,342.0,37.0,N,Player,
bondsbo01,1995,BBWAA,460.0,345.0,35.0,N,Player,
bondsbo01,1996,BBWAA,470.0,353.0,24.0,N,Player,
bondsbo01,1997,BBWAA,473.0,353.0,20.0,N,Player,
bondsbo01,2003,Veterans - Players,81.0,61.0,5.0,N,Player,
bondsbo01,2005,Veterans - Players,80.0,60.0,4.0,N,Player,
bondsbo01,2007,Veterans - Players,84.0,62.0,1.0,N,Player,
bondto01,1936,Veterans,78.0,59.0,1.0,N,Player,
bonilbo01,2007,BBWAA,545.0,409.0,2.0,N,Player,
booneaa01,2015,BBWAA,549.0,412.0,2.0,N,Player,
boonebo01,1996,BBWAA,470.0,353.0,36.0,N,Player,
boonebo01,1997,BBWAA,473.0,353.0,28.0,N,Player,
